case_id,country,announcement_date,ingredient,violation_reason,action
CASE-00278,일본,'2021. 07.,무가열 섭취 냉동식품 (無加熱摂取冷凍食品) 구운 붕장어(焼穴子),"미생물 (세균수 160,000/g, 대장균군 양성)",반송·폐기
CASE-00279,미국,'2021. 07. (21년 6월 부적합),"팽이버섯(ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI)) (6건)",미생물 (리스테리아 함유),통관거부
CASE-00280,미국,'2021. 07. (21년 6월 부적합),꿀을 넣은 차 (TEA WITH HONEY) (3건),기타 (①저산성식품 제조업체 미등록 ②제조공정 미제출),통관거부
CASE-00281,미국,'2021. 07. (21년 6월 부적합),꿀을 넣은 차 (TEA WITH HONEY),기타 (저산성식품 제조업체 미등록),통관거부
CASE-00282,미국,'2021. 07. (21년 6월 부적합),"청량음료, 기타 과일향, 비탄산 (SOFT DRINK, OTHER FRUIT FLAVORED, NONCARBONATED) (6건)",표시기준 위반 (①허위 표시 ②성분 미표시 ③영어 미표시 ④영양정보 미표시),통관거부
CASE-00283,일본,'2021. 08.,무가열 섭취 냉동식품 (無加熱摂取冷凍食品) 그 외식료품(その他の食料品) 시즈쿠모찌 (滴餅/SMALL BELL RICE CAKE),미생물 (대장균군 양성),반송·폐기
CASE-00284,일본,'2021. 08.,무가열 섭취 냉동식품 (無加熱摂取冷凍食品) 게 카라미소절임 (かに辛味噌漬け),"미생물 (세균수 830,000/g, 대장균군 양성)",반송·폐기
CASE-00285,일본,'2021. 08.,기타 채소의 가루류 (その他の野菜の粉類) 들깨잎파우더 (エゴマの葉パウダ ）,잔류농약 (파클로부트라졸(Paclobutrazol) 0.05ppm 검출),반송·폐기
CASE-00286,일본,'2021. 08.,카라기난(カラギナン) 가공유케마조류 (加工ユ ケマ藻類),식품첨가물 (순도시험(나트륨) 부적합 1.8%),반송·폐기
CASE-00287,중국,'2021. 08. (21년 7월 부적합),발효 복합 프로바이오틱 분말(발효형 고체음료) (发酵复合益生菌粉(发酵型固 体饮料)),식품첨가물 (영양강화제 아연 사용제한량 초과),통관거부
CASE-00288,중국,'2021. 08. (21년 7월 부적합),사과당근레드비트 복합과채주스 (苹果胡萝卜红 甜菜复合果蔬汁),미생물 (균락총수 기준치 초과),통관거부
CASE-00289,중국,'2021. 08. (21년 7월 부적합),수염차 음료 (茶饮品),미생물 (균락총수 기준치 초과),통관거부
CASE-00290,중국,'2021. 08. (21년 7월 부적합),자몽차 음료 (西柚茶饮品),미생물 (균락총수 기준치 초과),통관거부
CASE-00291,중국,'2021. 08. (21년 7월 부적합),김(海苔) (2건),미생물 (균락총수 기준치 초과),통관거부
CASE-00292,중국,'2021. 08. (21년 7월 부적합),조미김자반(调味海苔碎),미생물 (균락총수 기준치 초과),통관거부
CASE-00293,중국,'2021. 08. (21년 7월 부적합),Kale powder (牌羽衣甘蓝粉),미생물 (균락총수 기준치 초과),통관거부
CASE-00294,대만,'2021. 08.,신선 수박 (FRESH MINI WATERMELON),잔류농약 (플루디옥소닐(Fludioxonil) 0.02mg/kg 검출),반송·폐기
CASE-00295,대만,'2021. 08.,배추 (FRESH CHINESE CABBAGE),"잔류농약 (디니코나졸(Diniconazole) 0.01mg/kg검출, 플로니카미드(Flonicamid) 0.03mg/kg 검출)",반송·폐기
CASE-00296,미국,'2021. 08. (21년 7월 부적합),"팽이버섯(ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI))",유해물질 함유,통관거부
CASE-00297,EU,'2021. 08.,비알코올 음료 (헛개나무 음료 500ml),기타 (미승인 식품성분 헛개나무 사용) (Unauthorised novel food ingredient Hovenia Dulcis),억류
CASE-00298,일본,'2021. 09.,무가열 섭취 냉동식품 (無加熱摂取冷凍食品) 간장게장 (カンジャンケジャン）,미생물 (대장균군 양성),반송·폐기
CASE-00299,중국,'2021. 09. (21년 8월 부적합),식물음료(植物饮料),기타 (요구 증서 또는 합격증 서류 미제출),통관거부
CASE-00300,중국,'2021. 09. (21년 8월 부적합),도라지배즙(桔梗梨汁),기타 (요구 증서 또는 합격증 서류 미제출),통관거부
CASE-00301,중국,'2021. 09. (21년 8월 부적합),해초미역면 (海藻美海带面),기타 (오염부패),통관거부
CASE-00302,중국,'2021. 09. (21년 8월 부적합),해삼(海参) (APOSTICHOPUS JAPONICUS）,기타 (관능검사 부적합),통관거부
CASE-00303,중국,'2021. 09. (21년 8월 부적합),고체음료 (2건),미생물 (균락총수 기준치 초과),통관거부
CASE-00304,중국,'2021. 09. (21년 8월 부적합),고체음료,식품첨가물 (영양강화제 아연 사용 제한량 초과) 기타 (요구 증서 또는 합격증 서류 미제출),통관거부
CASE-00305,중국,'2021. 09. (21년 8월 부적합),고체음료,기타 (요구 증서 또는 합격증 서류 미제출),통관거부
CASE-00306,대만,'2021. 09.,신선 멜론 (FRESH MELONS MUSK),잔류농약 (루페뉴론(Lufenuron) 0.03ppm 검출),반송·폐기
CASE-00307,대만,'2021. 09.,활비목어 (LIVE FLATFISH),유해물질 함유 (옥시테트라싸이클린(Oxytetracycline) 0.031 ppm 검출),반송·폐기
CASE-00308,미국,'2021. 09. (21년 7월 부적합),"멸치, 냉훈제품 (ANCHOVY, COLD SMOKED, FISH)","비위생적 처리 (비위생적 조건에서 제조, 가공, 포장)",통관거부
CASE-00309,미국,'2021. 09. (21년 8월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI)) (7건)",미생물 (리스테리아 함유),통관거부
CASE-00310,미국,'2021. 09. (21년 8월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI)) (3건)",유해물질 함유,통관거부
CASE-00311,미국,'2021. 09. (21년 8월 부적합),"표고버섯 (MUSHROOM, SHIITAKE , WHOLE (BUTTON) (FUNGI)) (3건)",미생물 (리스테리아 함유),통관거부
CASE-00312,미국,'2021. 09. (21년 8월 부적합),"면류, 인스턴트 (NOODLES, INSTANT)",표시기준 위반 (①허위 표시 ②영어 미표시),통관거부
CASE-00313,미국,'2021. 09. (21년 8월 부적합),"젤 컵, 과일향 (GEL CUPS, FRUIT FLAVORED)",표시기준 위반 (①가독성 ②업체정보 누락 ③성분 미표시),통관거부
CASE-00314,미국,'2021. 09. (21년 8월 부적합),"청량음료 및 물 (SOFT DRINKS AND WATERS NOT MENTIONED ELSEWHERE, N.E.C.)",표시기준 위반 (①가독성 ②업체정보 누락 ③성분 미표시),통관거부
CASE-00315,EU,'2021. 09.,냉동 황새치 (frozen swordfish loins),중금속 (수은 검출),주의정보
CASE-00316,일본,'2021. 10.,신선 붉은고추 (生鮮赤とうがらし),잔류농약 (프로피코나졸(Propiconazole) 0.15 ppm 검출),반송·폐기
CASE-00317,중국,'2021. 10. (21년 9월 부적합),청차 (清茶),기타 (요구 증서 또는 합격증 서류 미제출),통관거부
CASE-00318,중국,'2021. 10. (21년 9월 부적합),숙취해소 음료 (解酒饮料),기타 (요구 증서 또는 합격증 서류 미제출),통관거부
CASE-00319,중국,'2021. 10. (21년 9월 부적합),칼로리 음료 (卡路里饮料),기타 (요구 증서 또는 합격증 서류 미제출),통관거부
CASE-00320,중국,'2021. 10. (21년 9월 부적합),Algal Oil Gel Candy (藻油凝胶糖),기타 (요구 증서 또는 합격증 서류 미제출),통관거부
CASE-00321,중국,'2021. 10. (21년 9월 부적합),오리지널 어육소시지 (原味鳕鱼肠),기타 (화물증서 미부합),통관거부
CASE-00322,중국,'2021. 10. (21년 9월 부적합),치즈 어육소시지 (芝士味鳕鱼肠),기타 (화물증서 미부합),통관거부
CASE-00323,대만,'2021. 10.,떡볶이소스 (年糕醬),식품첨가물 (사카린(saccharine) 0.46 g/kg),반송·폐기
CASE-00324,미국,'2021. 10. (21년 9월 부적합),팽이버섯 (ENOKITAKE) (5건),미생물 (리스테리아 함유),통관거부
CASE-00325,미국,'2021. 10. (21년 9월 부적합),"어류 등(FISH, N.E.C.)","비위생적 처리 (비위생적인 조건에서 제조, 가공, 포장)",통관거부
CASE-00326,미국,'2021. 10. (21년 9월 부적합),"수산물/수산식품 혼합 제품 (MIXED FISHERY/SEAFOOD PRODUCTS, N.E.C.)","비위생적 처리 (오물, 부패한 물질로 구성되는 식품)",통관거부
CASE-00327,미국,'2021. 10. (21년 9월 부적합),"감, 말린 것 또는 페이스트(PERSIMMON, DRIED OR PASTE)",잔류농약 (유해 농약 함유) 표시기준 위반 (아황산염 라벨미표시),통관거부
CASE-00328,미국,'2021. 10. (21년 9월 부적합),"허브 식물류 (다류 아님) (HERBALS BOTANICALS (NOT TEAS), N.E.C.)",기타 (미승인 신약),통관거부
CASE-00329,미국,'2021. 10. (21년 9월 부적합),"허브 식물류 (다류 아님) (HERBALS BOTANICALS (NOT TEAS), N.E.C.)",식품첨가물 (유해 식품첨가물 함유),통관거부
CASE-00330,일본,'2021. 11.,생식용 냉동 선어패류 (生食用冷凍鮮魚介類) 참다랑어 덩어리 (本まぐろブロック),미생물 (성분 규격 부적합 – 대장균군 양성),반송·폐기
CASE-00331,일본,'2021. 11.,기타외로분류되지 않은 조미료 (その他の他に分類されない調味料) (COLD MO-MIL SAUCE),식품첨가물 (사용기준부적합Ethyl Parahydroxybenzoate사용) (대상외사용),반송·폐기
CASE-00332,일본,'2021. 11.,유음료(乳飲料) (4건) (FLAVORED MILK DRINK）,기타 (보존 기준 부적합(상온에서 보존)),반송·폐기
CASE-00333,일본,'2021. 11.,신선 청고추 (生鮮青とうがらし),잔류농약 (헥사코나졸(Hexaconazole) 0.02 ppm 검출),반송·폐기
CASE-00334,일본,'2021. 11.,신선 청고추 (生鮮青とうがらし),잔류농약 (테부펜피라드(TEBUFENPYRAD) 0.06 ppm검출),반송·폐기
CASE-00335,중국,'2021. 11. (21년 10월 부적합),아이스떡 (冷糕点),미생물 (균락총수 기준치 초과),통관거부
CASE-00336,중국,'2021. 11. (21년 10월 부적합),아이스떡(2건) (冷糕点),"미생물 (대장균군기준치초과, 균락총수기준치초과)",통관거부
CASE-00337,중국,'2021. 11. (21년 10월 부적합),콜라겐 (胶原蛋白),"식품첨가물 (후코이단(Fucoidan) 사용규정 위반, 분말 Agar(粉琼脂) 사용규정 위반)",통관거부
CASE-00338,대만,'2021. 11.,신선 인삼 (PANAX GINSENG),잔류농약 (티플루자마이드(Thifluzamide) 0.3 ppm),반송·폐기
CASE-00339,미국,'2021. 11. (21년 9월 부적합),팽이버섯 (2건) (ENOKITAKE),미생물 (리스테리아 함유),통관거부
CASE-00340,미국,'2021. 11. (21년 9월 부적합),허브 식물류(다류 아님) (HERBALS BOTANICALS(NOTTEAS),"표시기준위반 (제품유형미표시, 업체정보미표시, 연락처미표시, 영어미표시, 영양정보미표시)",통관거부
CASE-00341,미국,'2021. 11. (21년 10월 부적합),팽이버섯 (4건) (ENOKITAKE),미생물 (리스테리아 함유),통관거부
CASE-00342,미국,'2021. 11. (21년 10월 부적합),가리비 (SCALLOPS),표시기준위반 (영어미표시),통관거부
CASE-00343,미국,'2021. 11. (21년 10월 부적합),굴 (OYSTERS),표시기준위반 (영어미표시),통관거부
CASE-00344,미국,'2021. 11. (21년 10월 부적합),홍합 (MUSSELS),표시기준위반 (영어미표시),통관거부
CASE-00345,EU,'2021. 11.,황새치 (Swordfish),중금속 (수은 허용기준치 초과),수취국 철수
CASE-00346,일본,'2021. 12.,신선 청고추 (生鮮青とうがらし),잔류농약 (테부펜피라드(TEBUFENPYRAD) 0.04 ppm검출),반송·폐기
CASE-00347,일본,'2021. 12.,신선 청고추 (生鮮青とうがらし),잔류농약 (테부펜피라드(TEBUFENPYRAD) 0.02 ppm검출),반송·폐기
CASE-00348,중국,'2021. 12. (21년 11월 부적합),소금에 절인 해삼 (盐渍海参),기타 (화물증서 미부합),통관거부
CASE-00349,중국,'2021. 12. (21년 11월 부적합),알로에 음료 (芦荟饮料),"식품첨가물 (홍화황색소(carthamins yellow) 사용범위 초과, 치자청색소(gardenia blue) 사용범위 초과)",통관거부
CASE-00350,대만,'2021. 12.,신선 온주밀감 (FRESH UNSHIU ORANGE),"잔류농약 (노발루론(Novaluron) 0.05 ppm, 프로클로라즈(Prochloraz) 0.12ppm 검출)",반송·폐기
CASE-00351,대만,'2021. 12.,신선 인삼 (PANAX GINSENG),"잔류농약 (플루디옥소닐(Fludioxonil) 4.08 ppm, 피라클로스트로빈(Pyraclostrobin) 0.02 ppm검출)",반송·폐기
CASE-00352,대만,'2021. 12.,신선 인삼 (PANAX GINSENG),"잔류농약 (메트코나졸(Metconazole) 0.01 ppm, 피라클로스트로빈(Pyraclostrobin) 0.02 ppm, 디페노코나졸(Difenoconazole) 0.02 ppm, 피프로닐(Fipronil) 대사물 0.001 ppm 검출)",반송·폐기
CASE-00353,대만,'2021. 12.,젤리 (WATER JELLY),식품첨가물 (안식향산 0.28 g/kg),반송·폐기
CASE-00354,미국,'2021. 12. (21년 10월 부적합),"초콜릿 플레인 쿠키, 비스킷, 웨이퍼 (CHOCOLATEPLAIN COOKIES,BISCUITSANDWAFERS)","표시기준위반 (영어 미표시, 영양정보 미표시)",통관거부
CASE-00355,미국,'2021. 12. (21년 11월 부적합),팽이버섯 (4건) (ENOKITAKE),미생물 (리스테리아 함유),통관거부
CASE-00356,중국,'2022.1. (21년 12월 부적합),조미 김 (调味海苔),기타 (요구에 따른 증서 혹은 합격증 서류 미제출),통관거부
CASE-00357,중국,'2022.1. (21년 12월 부적합),우유맛 동물과자 (牛奶味动物饼干),표시기준 위반(라벨불합격),통관거부
CASE-00358,중국,'2022.1. (21년 12월 부적합),인삼 농축음료 (人参浓缩饮品),표시기준 위반(라벨불합격),통관거부
CASE-00359,중국,'2022.1. (21년 12월 부적합),냉동삼치 (冻鲅鱼),기타(화물증서 부적합),통관거부
CASE-00360,중국,'2022.1. (21년 12월 부적합),한과과자 (汉果饼干),표시기준 위반(라벨불합격),통관거부
CASE-00361,중국,'2022.1. (21년 12월 부적합),누룽지 (锅巴),표시기준 위반(라벨불합격),통관거부
CASE-00362,중국,'2022.1. (21년 12월 부적합),도라지배즙 음료 (桔梗梨汁饮料),표시기준 위반(라벨불합격),통관거부
CASE-00363,중국,'2022.1. (21년 12월 부적합),포장 음용수 (包装饮用水),표시기준 위반(라벨불합격),통관거부
CASE-00364,중국,'2022.1. (21년 12월 부적합),사과즙 음료 (苹果汁饮料),표시기준 위반(라벨불합격),통관거부
CASE-00365,중국,'2022.1. (21년 12월 부적합),김맛에그롤 (海苔味蛋卷)(베이커리류),"기타(수분 기준치 초과), 표시기준 위반(라벨불합격)",통관거부
CASE-00366,중국,'2022.1. (21년 12월 부적합),김 (海苔),표시기준 위반(라벨불합격),통관거부
CASE-00367,중국,'2022.1. (21년 12월 부적합),벌꿀흑마늘즙 농축음료 (蜂蜜黑蒜汁浓缩饮料),표시기준 위반(라벨불합격),통관거부
CASE-00368,중국,'2022.1. (21년 12월 부적합),흑마늘즙 음료 (黑蒜汁饮料),표시기준 위반(라벨불합격),통관거부
CASE-00369,중국,'2022.1. (21년 12월 부적합),감식초세트 (柿子醋套装),표시기준 위반(라벨불합격),통관거부
CASE-00370,중국,'2022.1. (21년 12월 부적합),쌀유자병 (大米柚子饼),식품첨가물 폴리에틸렌글리콜 (Polyethylene glycol) 사용범위 초과,통관거부
CASE-00371,중국,'2022.1. (21년 12월 부적합),해산물맛 쌀국수 (海鲜味米线),표시기준 위반(라벨불합격),통관거부
CASE-00372,중국,'2022.1. (21년 12월 부적합),멸치맛 쌀국수 (鳀鱼味米线),표시기준 위반(라벨불합격),통관거부
CASE-00373,중국,'2022.1. (21년 12월 부적합),올리브유 김 (橄榄油海苔),표시기준 위반(라벨불합격),통관거부
CASE-00374,중국,'2022.1. (21년 12월 부적합),사골곰탕 (牛骨汤),기타(검사검역 허가 미취득),통관거부
CASE-00375,중국,'2022.1. (21년 12월 부적합),포도씨유 김 (葡萄籽油海苔),미생물(균락총수 기준치 초과),통관거부
CASE-00376,중국,'2022.1. (21년 12월 부적합),냉동 삶은 소라살 (冻煮海螺肉),요구에 따른 증서 혹은 합격증 서류 미제공,통관거부
CASE-00377,중국,'2022.1. (21년 12월 부적합),조미김 (调味海苔),미생물(균락총수 기준치 초과),통관거부
CASE-00378,중국,'2022.1. (21년 12월 부적합),건조미역 (干裙带菜),식품첨가물 (이산화티타늄(Titanium Dioxide) 사용범위 초과),통관거부
CASE-00379,중국,'2022.1. (21년 12월 부적합),곱게 갈은 쌀가루 제품 (细磨米粉制品),기타(수분 기준치 초과),통관거부
CASE-00380,중국,'2022.1. (21년 12월 부적합),소과립 쌀가루 제품 (小颗粒米粉制品),기타(수분 기준치 초과),통관거부
CASE-00381,대만,'2022.1.,콜라겐 석류즙 (POMEGRANATE JUICE WITH COLLAGEN),식품첨가물 (사카린 0.02 g/kg 검출),반송·폐기
CASE-00382,일본,'2022.1.,인스턴트커피 MCT방탄커피 (MCT BULLETPROOF COFFEE),미생물 (성분규격 부적합- 대장군균 양성),"폐기, 재선적 (전량 보관)"
CASE-00383,일본,'2022.1.,"레토르트 살균식품-다시마면 (昆布麺, Kelp Noodle)",미생물 (성분규격부적합-발육할수있는미생물양성),"폐기, 재선적 (전량 보관)"
CASE-00384,일본,'2022.1.,무가열 섭취 냉동식품- 기타수산동물류 (오징어김치(イカキムチ)),"미생물 (성분규격 부적합(세균수 160,000 /g))","폐기, 재선적 (전량 보관)"
CASE-00385,일본,'2022.1.,무가열 섭취 냉동식품- 기타수산동물류 (문어김치(たこキムチ)),미생물 (성분규격 부적합(세균수 2.8×10⁵/g)),"폐기, 재선적 (전량 보관)"
CASE-00386,일본,'2022.1.,무가열 섭취 냉동식품 – 기타어류 (과메기(GWAMEGI)),미생물 (성분규격 부적합(대장균군 양성)),"폐기, 재선적 (전량 보관)"
CASE-00387,미국,'2022.1. (21년 12월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI))",미생물(리스테리아 함유),통관거부
CASE-00388,미국,'2022.1. (21년 12월 부적합),팽이버섯 (ENOKITAKE),미생물(리스테리아 함유),통관거부
CASE-00389,미국,'2022.1. (21년 12월 부적합),"오리엔탈면류(새우, 닭고기, 쇠고기, 바닷가재, 게, 플레인 등으로 맛을 낸) (ORIENTAL NOODLES (FLAVORED WITH SHRIMP,CHICKEN,BEEF,LOB STER,CRAB,PLAIN,ETC.))",표시기준 위반 (①업체정보 누락 ②수량정보 누락 ③성분 미표시 ④영어 미표시 ⑤영양정보 미표시),통관거부
CASE-00390,미국,'2022.1. (21년 12월 부적합),"곰보버섯 (MUSHROOM, MOREL, WHOLE (BUTTON) (FUNGI))",미생물(리스테리아 함유),통관거부
CASE-00391,미국,'2022.1. (21년 12월 부적합),인삼 식이 특산물 (GINSENG UNCONVENTIONAL DIETARY SPECIALITY FOR HUMANS OR ANIMALS),"표시기준 위반 (①해외 미등록 시설 ②영어 미표시 ③요구목록 미등재), 기타(미승인신약)",통관거부
CASE-00392,미국,'2022.1. (21년 12월 부적합),"표고버섯 (MUSHROOM, SHIITAKE , WHOLE (BUTTON) (FUNGI))",잔류농약,통관거부
CASE-00393,중국,'2022.2. (22년 1월 부적합),김자반 (海苔碎),기타 (요구에 따른 증서 혹은 합격증 서류 미제출),통관거부
CASE-00394,중국,'2022.2. (22년 1월 부적합),청국장 (大豆酱),미생물 (대장균군 기준치 초과),통관거부
CASE-00395,중국,'2022.2. (22년 1월 부적합),과자(자색고구마시금치맛),"식품첨가물 (①영양강화제 인산칼슘 사용범위 초과, ②영양강화제 푸마르산제일철 사용범위 초과)",통관거부
CASE-00396,중국,'2022.2. (22년 1월 부적합),과자(당근호박맛),"식품첨가물 (①영양강화제 인산칼슘 사용범위 초과, ②영양강화제 푸마르산제일철 사용범위 초과)",통관거부
CASE-00397,중국,'2022.2. (22년 1월 부적합),과자(블루베리맛),"식품첨가물 (①영양강화제 인산칼슘 사용범위 초과, ②영양강화제 푸마르산제일철 사용범위 초과)",통관거부
CASE-00398,중국,'2022.2. (22년 1월 부적합),과자(딸기맛),"식품첨가물 (①영양강화제 인산칼슘 사용범위 초과, ②영양강화제 푸마르산제일철 사용범위 초과)",통관거부
CASE-00399,중국,'2022.2. (22년 1월 부적합),구운김 (烤海苔),미생물 (균락총수 기준치 초과),통관거부
CASE-00400,중국,'2022.2. (22년 1월 부적합),조미김 (海苔),미생물 (균락총수 기준치 초과),통관거부
CASE-00401,중국,'2022.2. (22년 1월 부적합),마가린 (人造黄油),기타 (과산화물가 기준치 초과),통관거부
CASE-00402,대만,'2022.2.,신선 인삼 (FRESH GINSENG ALBA RADIX),잔류농약 (①피리벤카브(Pyribencarb) 0.03 ppm ② 테부코나졸(Tebuconazole) 0.04 ppm),반송·폐기
CASE-00403,대만,'2022.2.,인삼 (GINSENG),잔류농약 (①티플루자마이드(Thifluzamide) 0.11 ppm ②피리벤카브(Pyribencarb) 0.01 ppm),반송·폐기
CASE-00404,일본,'2022.2.,기타 분말청량음료- 말차쇼콜라오레 (抹茶ショコラオレ),미생물 (대장균군 양성),"폐기, 반송 지시 (전량 보관)"
CASE-00405,일본,'2022.2.,기타 분말청량음료- 타로라테(タロラテ),"미생물(대장균군 양성), 식품첨가물 (카민산 알류미늄레이크(Carminic acid Aluminium Lake) 사용)","폐기, 반송 지시 (전량 보관)"
CASE-00406,미국,'2022.2. (2022년 1월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI))",미생물 (리스테리아 함유),통관거부
CASE-00407,중국,'2022.3. (22년 2월 부적합),김밥용 김 (包饭用海苔),기타 (요구에 따른 증서 혹은 합격증 서류 미제출),통관거부
CASE-00408,중국,'2022.3. (22년 2월 부적합),조미김 (调味海苔),기타 (요구에 따른 증서 혹은 합격증 서류 미제출),통관거부
CASE-00409,중국,'2022.3. (22년 2월 부적합),냉동 갈치 (冻带鱼),기타 (화물증서 부적합),통관거부
CASE-00410,중국,'2022.3. (22년 2월 부적합),냉동 삼치 (冻蓝点马鲛鱼),기타 (화물증서 부적합),통관거부
CASE-00411,중국,'2022.3. (22년 2월 부적합),신선 넙치 (冰鲜牙鲆鱼),기타 (화물증서 부적합),통관거부
CASE-00412,중국,'2022.3. (22년 2월 부적합),신선 도다리 (冰鲜木叶鲽),기타 (화물증서 부적합),통관거부
CASE-00413,중국,'2022.3. (22년 2월 부적합),신선 돌가자미 (冰鲜石鲽鱼),기타 (화물증서 부적합),통관거부
CASE-00414,중국,'2022.3. (22년 2월 부적합),부침튀김가루 (煎炸粉),기타 (요구에 따른 증서 혹은 합격증 서류 미제출),통관거부
CASE-00415,중국,'2022.3. (22년 2월 부적합),옥수수시리얼 (玉米片),식품첨가물 (①비타민C ②니코틴산아미드 ③비타민B ④비타민D ⑤비타민B 6 3 1 ⑥비타민B ⑦엽산 ⑧인산칼슘 2 사용범위 초과),통관거부
CASE-00416,중국,'2022.3. (22년 2월 부적합),옥수수시리얼 (玉米片),식품첨가물 (①비타민C ②니코틴산아미드 ③비타민B ④비타민D ⑤비타민B 6 3 1 ⑥비타민B ⑦엽산 ⑧인산칼슘 2 ⑨산화아연 사용범위 초과),통관거부
CASE-00417,미국,'2022.3. (2022년 2월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON)(FUNGI))",유해물질 함유,통관거부
CASE-00418,미국,'2022.3. (2022년 2월 부적합),젤 컵 캔디 (GEL CUPS CANDY),표시기준 위반 (①가독성 ②라벨 미표시 ③수량정보누락 ④성분 미표시),통관거부
CASE-00419,미국,'2022.3. (2022년 2월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON)(FUNGI))",미생물 (리스테리아 함유),통관거부
CASE-00420,EU,'2022.3.,면류 (instant noodles),잔류농약 (2-클로로에탄올(2-chloroethanol)),공식 억류
CASE-00421,중국,'2022.4. (2022년 3월 부적합),파인애플민트 과일차 (菠萝薄荷水果茶),표시기준 위반 (라벨 불합격),통관거부
CASE-00422,중국,'2022.4. (2022년 3월 부적합),크렌베리히비스커스 과일차 (蔓越莓木槿水果茶),표시기준 위반 (라벨 불합격),통관거부
CASE-00423,중국,'2022.4. (2022년 3월 부적합),혼합 스틱차 (混合棒棒茶),표시기준 위반 (라벨 불합격),통관거부
CASE-00424,중국,'2022.4. (2022년 3월 부적합),농축과즙 (浓缩果汁),표시기준 위반 (라벨 불합격),통관거부
CASE-00425,중국,'2022.4. (2022년 3월 부적합),단백질에너지바(치즈블루베리맛) (蛋白质能量棒(芝士蓝莓味)),표시기준 위반 (라벨 불합격),통관거부
CASE-00426,중국,'2022.4. (2022년 3월 부적합),단백질에너지바(코코아맛) (蛋白质能量棒(可可味)),표시기준 위반 (라벨 불합격),통관거부
CASE-00427,중국,'2022.4. (2022년 3월 부적합),참치통조림 (金枪鱼罐头),식품첨가물 (오르토인산염(orthophosphate) 사용제한량초과),통관거부
CASE-00428,일본,'2022.4.,가열후섭취냉동식품(동결직전가열) -떡볶이 즉석조리식품,"미생물 (세균 수 110,000/g)","폐기, 반송 지시 (전량 보관)"
CASE-00429,일본,'2022.4.,가열후섭취냉동식품(동결직전가열) -떡볶이 즉석조리식품,"미생물 (세균 수 280,000/g)","폐기, 반송 지시 (전량 보관)"
CASE-00430,일본,'2022.4.,가열후섭취냉동식품(동결직전가열) -떡볶이 즉석조리식품,"미생물 (세균 수 220,000/g)","폐기, 반송 지시 (전량 보관)"
CASE-00431,일본,'2022.4.,활피조개,생물독소 (마비성 패독 5.164 MU/g),"폐기, 반송 지시 (일부 판매, 잔여 보관)"
CASE-00432,일본,'2022.4.,신선 꽈리고추,잔류농약 (테트라코나졸(Tetraconazole) 0.8 ppm),"폐기, 반송 지시 (일부 판매, 잔여 보관)"
CASE-00433,일본,'2022.4.,신선 청고추,잔류농약 (헥사코나졸(Hexaconazole) 0.06 ppm 검출),"폐기, 반송 지시 (전량 보관)"
CASE-00434,일본,'2022.4.,기타 분말청량음료- 호두아몬드율무차,미생물 (대장균군 양성),"폐기, 반송 지시 (전량 보관)"
CASE-00435,미국,'2022.4. (2022년 3월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI))",유해물질 함유,통관거부
CASE-00436,미국,'2022.4. (2022년 3월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI))",미생물 (리스테리아함유),통관거부
CASE-00437,미국,'2022.4. (2022년 3월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI))","비위생적처리 (①비위생적인 환경에서 준비, 포장 또는 보관된 것으로 간주 ②비위생적인 조건에서 제조, 가공, 포장)",통관거부
CASE-00438,EU,'2022.4.,건해초 (Dried seaweed),기타 (요오드 다량),시장공식 통제
CASE-00439,EU,'2022.4.,면류 (Instant noodles),잔류농약 (에틸렌옥사이드(Ethylene oxide) 잔류기준초과),억류
CASE-00440,중국,'2022.5. (2022년 4월 부적합),홍삼 (红参),표시기준 위반 (라벨 불합격),통관거부
CASE-00441,중국,'2022.5. (2022년 4월 부적합),캔디 (糖),표시기준 위반 (라벨 불합격),통관거부
CASE-00442,중국,'2022.5. (2022년 4월 부적합),그래놀라오트밀바 (格兰诺拉燕麦棒),"식품첨가물 (①식품첨가물 젖산칼슘 사용범위 초과, ②영양강화제 비타민D3 사용범위 초과)",통관거부
CASE-00443,중국,'2022.5. (2022년 4월 부적합),비타민C 캔디 (维生素C糖),식품첨가물 (영양강화제 비타민B2 사용범위 초과),통관거부
CASE-00444,중국,'2022.5. (2022년 4월 부적합),둥굴레차 (玉竹茶),미생물 (균락총수 기준치 초과),통관거부
